TOA5	1712	CR6	1712	CR6.Std.02	CPU:VMCprogramGOOD_Pit1.CR6	58711	SoilPit1													
8/10/2016 22:00	7505	0.014	0.048	0.044	0.038	0.036	23.08	23.51	18.92	17.81	16.83	-759.8	24.21	-699.2	22.2	-4685	18.7	-2383	17.9	12.95
8/10/2016 22:15	7506	0.014	0.048	0.044	0.038	0.036	22.5	23.34	18.94	17.81	16.82	-781.7	23.65	-696.3	22.2	-4673	18.7	-2387	17.9	12.95
8/10/2016 22:30	7507	0.014	0.047	0.044	0.038	0.036	21.97	23.16	18.96	17.81	16.82	-793.5	23.09	-702.3	22.12	-4664	18.77	-2385	17.9	12.95
8/10/2016 22:45	7508	0.013	0.047	0.044	0.038	0.036	21.48	22.99	18.98	17.8	16.81	-805	22.61	-704.1	22.1	-4684	18.8	-2381	17.9	12.96
8/10/2016 23:00	7509	0.013	0.047	0.044	0.038	0.036	21.01	22.79	19.01	17.79	16.82	-835	22.17	-703.4	22.09	-4695	18.8	-2396	17.9	12.95
8/10/2016 23:15	7510	0.013	0.047	0.044	0.038	0.036	20.57	22.6	19.04	17.79	16.81	-854	21.75	-702.5	22	-4652	18.8	-2383	17.9	12.95
8/10/2016 23:30	7511	0.013	0.047	0.044	0.038	0.036	20.16	22.41	19.06	17.79	16.81	-865	21.36	-707	21.97	-4668	18.8	-2395	17.9	12.94
8/10/2016 23:45	7512	0.013	0.047	0.044	0.038	0.036	19.79	22.23	19.08	17.78	16.81	-879	20.99	-711	21.9	-4693	18.8	-2400	17.9	12.91
8/11/2016 0:00	7513	0.013	0.047	0.044	0.038	0.036	19.45	22.04	19.11	17.78	16.81	-889	20.64	-711.6	21.81	-4648	18.8	-2394	17.9	12.92
8/11/2016 0:15	7514	0.013	0.047	0.044	0.038	0.036	19.13	21.85	19.14	17.77	16.81	-896	20.32	-713.5	21.75	-4669	18.8	-2402	17.84	12.92
8/11/2016 0:30	7515	0.013	0.047	0.044	0.038	0.036	18.87	21.67	19.15	17.77	16.79	-927	20.03	-716.5	21.69	-4651	18.8	-2396	17.8	12.93
8/11/2016 0:45	7516	0.013	0.047	0.044	0.038	0.036	18.63	21.49	19.18	17.77	16.8	-931	19.78	-719.7	21.6	-4650	18.8	-2402	17.8	12.92
8/11/2016 1:00	7517	0.013	0.046	0.044	0.038	0.036	18.42	21.31	19.2	17.77	16.8	-946	19.49	-720.3	21.5	-4647	18.8	-2404	17.8	12.92
8/11/2016 1:15	7518	0.013	0.046	0.044	0.038	0.036	18.21	21.14	19.2	17.77	16.8	-954	19.24	-721.8	21.43	-4708	18.9	-2402	17.8	12.91
8/11/2016 1:30	7519	0.013	0.046	0.044	0.038	0.036	18.01	20.98	19.23	17.77	16.8	-963	19.03	-723.4	21.35	-4655	18.9	-2403	17.8	12.92
8/11/2016 1:45	7520	0.012	0.046	0.044	0.038	0.036	17.84	20.82	19.23	17.76	16.8	-999	18.84	-726.6	21.25	-4686	18.9	-2403	17.8	12.91
8/11/2016 2:00	7521	0.012	0.046	0.045	0.038	0.036	17.66	20.67	19.25	17.76	16.79	-1213	18.65	-727.1	21.17	-4651	18.9	-2412	17.8	12.92
8/11/2016 2:15	7522	0.012	0.046	0.045	0.038	0.036	17.45	20.53	19.26	17.76	16.79	-1329	18.46	-728.5	21.09	-4651	18.9	-2403	17.8	12.9
8/11/2016 2:30	7523	0.012	0.046	0.045	0.038	0.036	17.26	20.38	19.27	17.75	16.79	-1408	18.27	-729.6	21	-4653	18.9	-2404	17.8	12.91
8/11/2016 2:45	7524	0.012	0.046	0.045	0.038	0.036	17.08	20.25	19.29	17.76	16.78	-1430	18.1	-732.7	20.9	-4655	18.9	-2408	17.8	12.91
8/11/2016 3:00	7525	0.012	0.046	0.045	0.038	0.036	16.92	20.1	19.29	17.75	16.78	-1444	17.93	-733.9	20.81	-4639	18.9	-2406	17.8	12.9
8/11/2016 3:15	7526	0.012	0.046	0.045	0.038	0.036	16.74	19.98	19.29	17.75	16.78	-1461	17.75	-735.1	20.73	-4641	18.93	-2405	17.8	12.9
8/11/2016 3:30	7527	0.012	0.046	0.045	0.038	0.036	16.57	19.85	19.3	17.75	16.78	-1485	17.59	-738.3	20.65	-4640	18.99	-2410	17.8	12.9
8/11/2016 3:45	7528	0.012	0.046	0.045	0.038	0.036	16.41	19.72	19.31	17.75	16.78	-1493	17.43	-741.6	20.57	-4595	19	-2403	17.8	12.88
8/11/2016 4:00	7529	0.012	0.046	0.045	0.038	0.036	16.23	19.59	19.29	17.75	16.77	-1509	17.26	-741.3	20.49	-4662	19	-2402	17.8	12.89
8/11/2016 4:15	7530	0.012	0.046	0.045	0.038	0.036	16.08	19.47	19.3	17.75	16.78	-1517	17.11	-747.9	20.4	-4655	19	-2396	17.8	12.88
8/11/2016 4:30	7531	0.012	0.046	0.045	0.038	0.036	15.93	19.36	19.3	17.75	16.78	-1541	16.96	-749.5	20.31	-4630	19	-2403	17.8	12.88
8/11/2016 4:45	7532	0.012	0.046	0.045	0.038	0.036	15.8	19.23	19.3	17.75	16.77	-1557	16.83	-756	20.22	-4618	19	-2395	17.8	12.88
8/11/2016 5:00	7533	0.012	0.046	0.045	0.038	0.036	15.68	19.11	19.3	17.75	16.78	-1533	16.69	-755	20.15	-4619	19	-2403	17.8	12.88
8/11/2016 5:15	7534	0.012	0.046	0.045	0.038	0.036	15.55	19.01	19.29	17.75	16.77	-1600	16.57	-762.6	20.08	-4613	19	-2398	17.8	12.89
8/11/2016 5:30	7535	0.012	0.046	0.045	0.038	0.036	15.43	18.89	19.29	17.75	16.77	-1608	16.45	-767.9	20	-4580	19	-2391	17.8	12.88
8/11/2016 5:45	7536	0.012	0.046	0.045	0.038	0.036	15.33	18.79	19.28	17.75	16.77	-1625	16.33	-768.2	19.9	-4663	19	-2405	17.8	12.89
8/11/2016 6:00	7537	0.012	0.046	0.045	0.038	0.036	15.22	18.69	19.27	17.75	16.77	-1651	16.23	-771.1	19.83	-4598	19	-2393	17.8	12.89
8/11/2016 6:15	7538	0.012	0.046	0.045	0.038	0.036	15.12	18.57	19.27	17.76	16.77	-1661	16.12	-778.4	19.76	-4568	19	-2408	17.8	12.89
8/11/2016 6:30	7539	0.012	0.046	0.045	0.038	0.036	15.02	18.48	19.26	17.75	16.77	-1672	16.02	-781	19.69	-4612	19	-2402	17.8	12.88
8/11/2016 6:45	7540	0.011	0.046	0.045	0.038	0.036	14.92	18.38	19.25	17.76	16.77	-1677	15.92	-783.7	19.6	-4656	19	-2397	17.8	12.87
8/11/2016 7:00	7541	0.011	0.046	0.045	0.038	0.036	14.84	18.28	19.24	17.76	16.76	-1697	15.82	-785.2	19.48	-4640	19	-2396	17.8	12.88
8/11/2016 7:15	7542	0.011	0.046	0.045	0.038	0.036	14.77	18.2	19.23	17.75	16.76	-1708	15.75	-789.2	19.39	-4601	19	-2395	17.8	12.88
8/11/2016 7:30	7543	0.011	0.046	0.045	0.038	0.036	14.7	18.1	19.22	17.76	16.76	-1713	15.68	-790.2	19.3	-4624	19	-2388	17.8	12.87
8/11/2016 7:45	7544	0.011	0.045	0.045	0.038	0.036	14.63	18.02	19.19	17.76	16.76	-1716	15.6	-791.1	19.24	-4636	19	-2386	17.8	12.87
8/11/2016 8:00	7545	0.011	0.045	0.045	0.038	0.036	14.58	17.93	19.19	17.75	16.77	-1735	15.52	-791.5	19.17	-4578	19	-2392	17.8	12.87
8/11/2016 8:15	7546	0.011	0.045	0.045	0.038	0.036	14.55	17.85	19.17	17.76	16.76	-1738	15.5	-792	19.1	-4601	19	-2390	17.8	12.88
8/11/2016 8:30	7547	0.011	0.045	0.045	0.038	0.036	14.6	17.77	19.15	17.76	16.76	-1749	15.5	-793.2	19.02	-4585	19	-2381	17.8	12.88
8/11/2016 8:45	7548	0.011	0.045	0.045	0.038	0.036	14.69	17.7	19.13	17.76	16.76	-1748	15.5	-796	18.97	-4613	19	-2386	17.8	12.87
8/11/2016 9:00	7549	0.011	0.045	0.044	0.038	0.036	14.83	17.63	19.12	17.76	16.76	-1693	15.57	-794.7	18.9	-4662	19	-2389	17.8	12.88
8/11/2016 9:15	7550	0.012	0.045	0.044	0.038	0.036	14.98	17.57	19.1	17.77	16.76	-1724	15.67	-797.6	18.81	-4670	19	-2381	17.8	12.88
8/11/2016 9:30	7551	0.012	0.045	0.044	0.038	0.036	15.13	17.53	19.09	17.76	16.76	-1712	15.77	-798.9	18.77	-4645	19	-2384	17.8	12.88
8/11/2016 9:45	7552	0.012	0.045	0.044	0.038	0.036	15.29	17.49	19.07	17.76	16.76	-1692	15.89	-800	18.7	-4644	19	-2382	17.8	12.87
8/11/2016 10:00	7553	0.012	0.045	0.044	0.038	0.036	15.44	17.46	19.06	17.76	16.75	-1688	16.03	-802	18.64	-4642	19	-2381	17.8	12.88
8/11/2016 10:15	7554	0.012	0.045	0.044	0.038	0.036	15.6	17.43	19.04	17.75	16.75	-1673	16.15	-803	18.6	-4635	18.91	-2375	17.8	12.89
8/11/2016 10:30	7555	0.012	0.045	0.044	0.038	0.036	15.75	17.42	19.02	17.76	16.75	-1659	16.27	-807	18.54	-4628	18.9	-2384	17.8	12.9
8/11/2016 10:45	7556	0.012	0.045	0.044	0.038	0.036	15.92	17.41	19	17.75	16.75	-1617	16.4	-805	18.5	-4670	18.9	-2384	17.8	12.91
8/11/2016 11:00	7557	0.012	0.045	0.044	0.038	0.036	16.08	17.41	18.98	17.76	16.75	-1596	16.54	-807	18.48	-4660	18.9	-2377	17.8	12.92
8/11/2016 11:15	7558	0.012	0.045	0.044	0.038	0.036	16.27	17.41	18.96	17.76	16.75	-1584	16.68	-807	18.4	-4629	18.9	-2381	17.8	12.91
8/11/2016 11:30	7559	0.012	0.045	0.044	0.038	0.036	16.46	17.43	18.95	17.76	16.77	-1564	16.84	-811	18.4	-4643	18.9	-2380	17.8	12.91
8/11/2016 11:45	7560	0.012	0.045	0.044	0.038	0.036	16.68	17.43	18.92	17.76	16.75	-1558	17.01	-809	18.39	-4675	18.9	-2375	17.8	12.91
8/11/2016 12:00	7561	0.012	0.045	0.044	0.038	0.036	16.91	17.46	18.91	17.75	16.76	-1526	17.21	-812	18.3	-4678	18.9	-2375	17.8	12.92
8/11/2016 12:15	7562	0.012	0.045	0.044	0.038	0.036	17.21	17.48	18.88	17.75	16.75	-1509	17.43	-810	18.3	-4684	18.9	-2379	17.8	12.92
8/11/2016 12:30	7563	0.012	0.045	0.044	0.038	0.036	17.67	17.52	18.87	17.75	16.76	-1484	17.72	-814	18.3	-4650	18.84	-2383	17.8	12.92
8/11/2016 12:45	7564	0.013	0.045	0.044	0.038	0.036	18.71	17.57	18.85	17.75	16.76	-1447	18.08	-812	18.3	-4665	18.8	-2380	17.8	12.92
8/11/2016 13:00	7565	0.013	0.045	0.044	0.038	0.036	20.08	17.62	18.82	17.75	16.75	-1371	18.68	-813	18.3	-4679	18.8	-2382	17.8	12.93
8/11/2016 13:15	7566	0.013	0.045	0.044	0.038	0.036	21.51	17.72	18.8	17.76	16.75	-961	19.45	-812	18.3	-4689	18.8	-2389	17.8	12.93
8/11/2016 13:30	7567	0.014	0.045	0.044	0.038	0.036	23.24	17.85	18.78	17.75	16.74	-930	20.28	-812	18.3	-4687	18.8	-2387	17.8	12.94
8/11/2016 13:45	7568	0.014	0.045	0.044	0.038	0.036	25.01	18.03	18.76	17.75	16.75	-886	21.27	-809	18.3	-4688	18.8	-2389	17.8	12.95
8/11/2016 14:00	7569	0.014	0.045	0.044	0.038	0.036	26.65	18.28	18.74	17.75	16.75	-845	22.44	-809	18.36	-4664	18.8	-2389	17.8	12.95
8/11/2016 14:15	7570	0.015	0.045	0.044	0.038	0.036	28.19	18.6	18.72	17.74	16.75	-795.1	23.79	-806	18.41	-4714	18.8	-2395	17.8	12.95
8/11/2016 14:30	7571	0.015	0.046	0.044	0.038	0.036	29.64	18.96	18.7	17.74	16.75	-750.1	25.12	-805	18.51	-4676	18.8	-2397	17.8	12.96
8/11/2016 14:45	7572	0.016	0.046	0.044	0.038	0.036	31.02	19.37	18.68	17.74	16.74	-713.2	26.45	-801	18.63	-4702	18.74	-2387	17.8	12.96
8/11/2016 15:00	7573	0.016	0.046	0.044	0.038	0.036	32.28	19.8	18.66	17.74	16.75	-676.2	27.7	-798.5	18.76	-4689	18.7	-2395	17.8	12.96
8/11/2016 15:15	7574	0.016	0.046	0.044	0.038	0.036	33.4	20.26	18.63	17.73	16.75	-646	28.91	-794.5	18.93	-4713	18.7	-2402	17.8	12.98
8/11/2016 15:30	7575	0.017	0.046	0.044	0.038	0.036	34.45	20.72	18.62	17.74	16.75	-618.6	30.05	-791.4	19.11	-4719	18.7	-2401	17.8	12.98
8/11/2016 15:45	7576	0.017	0.046	0.044	0.038	0.036	35.39	21.21	18.61	17.72	16.74	-597.2	31.11	-787.8	19.29	-4677	18.7	-2414	17.8	12.98
8/11/2016 16:00	7577	0.017	0.046	0.044	0.038	0.036	36.22	21.68	18.59	17.72	16.74	-573.6	32.11	-787.1	19.55	-4684	18.7	-2404	17.8	13
8/11/2016 16:15	7578	0.018	0.046	0.044	0.038	0.036	36.53	22.14	18.59	17.73	16.74	-555.6	32.97	-782.2	19.79	-4690	18.7	-2404	17.8	13.01
8/11/2016 16:30	7579	0.018	0.047	0.044	0.038	0.036	36.29	22.59	18.58	17.72	16.75	-544	33.3	-772.3	20.01	-4721	18.7	-2418	17.8	13.02
8/11/2016 16:45	7580	0.018	0.047	0.044	0.038	0.036	36.12	23.01	18.56	17.71	16.74	-542.7	33.3	-758.1	20.23	-4716	18.64	-2414	17.8	13.03
8/11/2016 17:00	7581	0.018	0.047	0.044	0.038	0.036	35.52	23.34	18.56	17.71	16.74	-544.1	33.15	-750.3	20.47	-4762	18.6	-2421	17.8	13.02
8/11/2016 17:15	7582	0.017	0.047	0.044	0.038	0.036	34.8	23.65	18.56	17.71	16.73	-549.1	32.81	-743.1	20.69	-4729	18.6	-2419	17.8	13.02
8/11/2016 17:30	7583	0.017	0.047	0.044	0.038	0.036	34.24	23.87	18.55	17.71	16.74	-559.1	32.47	-736.9	20.91	-4763	18.6	-2423	17.8	13.03
8/11/2016 17:45	7584	0.017	0.047	0.044	0.038	0.036	33.86	24.07	18.55	17.7	16.73	-565.4	32.17	-733.3	21.12	-4723	18.6	-2419	17.8	13.03
8/11/2016 18:00	7585	0.017	0.047	0.044	0.038	0.036	33.44	24.22	18.54	17.7	16.73	-568.8	31.93	-729.8	21.32	-4754	18.6	-2414	17.8	13.02
8/11/2016 18:15	7586	0.017	0.048	0.044	0.038	0.036	33.17	24.35	18.56	17.69	16.73	-567.8	32.11	-726.1	21.49	-4770	18.6	-2426	17.8	13.02
8/11/2016 18:30	7587	0.017	0.048	0.044	0.038	0.036	32.66	24.47	18.57	17.69	16.73	-567.3	32.18	-724.2	21.65	-4790	18.6	-2419	17.8	13.03
8/11/2016 18:45	7588	0.016	0.048	0.044	0.038	0.036	31.98	24.58	18.57	17.69	16.73	-570.6	31.82	-721.7	21.8	-4765	18.6	-2431	17.8	13
8/11/2016 19:00	7589	0.016	0.048	0.044	0.038	0.036	31.56	24.67	18.58	17.68	16.73	-578.3	31.38	-720.3	21.93	-4770	18.6	-2439	17.8	13
8/11/2016 19:15	7590	0.016	0.048	0.044	0.038	0.036	31.11	24.74	18.61	17.68	16.73	-583	31.08	-717.4	22.05	-4727	18.6	-2433	17.79	12.99
8/11/2016 19:30	7591	0.016	0.048	0.044	0.038	0.036	30.88	24.76	18.63	17.67	16.73	-585.8	31.07	-713.5	22.15	-4757	18.6	-2450	17.75	12.99
8/11/2016 19:45	7592	0.016	0.048	0.044	0.038	0.036	30.62	24.8	18.65	17.67	16.72	-586.2	31.04	-711.9	22.25	-4782	18.6	-2443	17.7	12.99
8/11/2016 20:00	7593	0.015	0.048	0.044	0.038	0.036	30.04	24.84	18.66	17.67	16.72	-596.6	30.61	-709.5	22.32	-4740	18.6	-2442	17.7	12.99
8/11/2016 20:15	7594	0.015	0.048	0.044	0.038	0.036	29.29	24.85	18.68	17.67	16.72	-610.9	30.01	-710.8	22.4	-4740	18.6	-2453	17.7	12.99
8/11/2016 20:30	7595	0.015	0.048	0.044	0.038	0.036	28.51	24.84	18.71	17.65	16.72	-620.5	29.23	-700.3	22.47	-4780	18.6	-2461	17.7	12.96
8/11/2016 20:45	7596	0.015	0.048	0.044	0.038	0.036	27.75	24.8	18.74	17.65	16.72	-634.7	28.55	-702	22.5	-4764	18.6	-2450	17.7	12.95
8/11/2016 21:00	7597	0.015	0.048	0.044	0.038	0.036	26.98	24.73	18.76	17.65	16.72	-659.8	27.81	-700.2	22.56	-4762	18.6	-2457	17.7	12.95
8/11/2016 21:15	7598	0.014	0.048	0.044	0.038	0.036	26.26	24.62	18.78	17.65	16.71	-673.2	27.15	-697.8	22.6	-4774	18.6	-2459	17.7	12.95
8/11/2016 21:30	7599	0.014	0.048	0.044	0.038	0.036	25.58	24.51	18.81	17.64	16.72	-691.7	26.54	-698.9	22.6	-4814	18.6	-2468	17.7	12.96
8/11/2016 21:45	7600	0.014	0.048	0.044	0.038	0.036	24.94	24.36	18.84	17.64	16.71	-715.6	25.87	-696.5	22.6	-4782	18.6	-2467	17.7	12.95
8/11/2016 22:00	7601	0.014	0.048	0.044	0.038	0.036	24.35	24.2	18.88	17.63	16.71	-725.7	25.31	-696.2	22.6	-4795	18.6	-2468	17.7	12.96
8/11/2016 22:15	7602	0.014	0.047	0.044	0.038	0.036	23.78	24.04	18.91	17.63	16.71	-738.8	24.83	-699.5	22.6	-4798	18.6	-2475	17.7	12.93
8/11/2016 22:30	7603	0.014	0.047	0.044	0.038	0.036	23.28	23.87	18.94	17.63	16.71	-755.7	24.33	-697.6	22.6	-4791	18.6	-2478	17.7	12.93
8/11/2016 22:45	7604	0.014	0.047	0.044	0.038	0.036	22.82	23.69	18.96	17.63	16.71	-773.6	23.88	-697.7	22.57	-4792	18.6	-2478	17.7	12.92
8/11/2016 23:00	7605	0.013	0.047	0.044	0.038	0.036	22.39	23.5	19	17.63	16.69	-787.2	23.38	-700.4	22.5	-4824	18.6	-2472	17.7	12.92
8/11/2016 23:15	7606	0.013	0.047	0.044	0.038	0.036	21.98	23.32	19.01	17.62	16.7	-796.7	22.99	-699.1	22.48	-4840	18.69	-2482	17.7	12.92
8/11/2016 23:30	7607	0.013	0.047	0.044	0.038	0.036	21.63	23.13	19.05	17.62	16.71	-806	22.61	-708	22.4	-4809	18.7	-2482	17.7	12.91
8/11/2016 23:45	7608	0.013	0.047	0.044	0.038	0.036	21.27	22.96	19.08	17.62	16.7	-830	22.27	-705.7	22.35	-4766	18.7	-2477	17.7	12.87
8/12/2016 0:00	7609	0.013	0.047	0.044	0.038	0.036	20.93	22.78	19.11	17.62	16.69	-851	21.93	-707.8	22.3	-4760	18.7	-2478	17.7	12.9
8/12/2016 0:15	7610	0.013	0.047	0.044	0.038	0.036	20.6	22.6	19.14	17.61	16.68	-861	21.62	-708.4	22.2	-4772	18.7	-2485	17.7	12.88
8/12/2016 0:30	7611	0.013	0.046	0.044	0.038	0.036	20.3	22.43	19.15	17.62	16.69	-869	21.32	-714.2	22.14	-4771	18.7	-2480	17.7	12.87
8/12/2016 0:45	7612	0.013	0.046	0.044	0.038	0.036	20.01	22.26	19.17	17.61	16.69	-874	21.05	-713.1	22.07	-4785	18.7	-2487	17.7	12.88
8/12/2016 1:00	7613	0.013	0.046	0.044	0.038	0.036	19.75	22.09	19.2	17.61	16.68	-885	20.78	-719.1	22	-4780	18.75	-2482	17.7	12.88
8/12/2016 1:15	7614	0.013	0.046	0.044	0.038	0.036	19.51	21.92	19.22	17.61	16.69	-895	20.52	-717.3	21.9	-4779	18.8	-2481	17.7	12.88
8/12/2016 1:30	7615	0.013	0.046	0.044	0.038	0.036	19.28	21.76	19.24	17.61	16.69	-914	20.3	-721.8	21.82	-4803	18.8	-2489	17.7	12.89
8/12/2016 1:45	7616	0.013	0.046	0.044	0.038	0.036	19.07	21.61	19.26	17.61	16.69	-925	20.09	-720.8	21.74	-4756	18.8	-2488	17.7	12.87
8/12/2016 2:00	7617	0.013	0.046	0.044	0.038	0.036	18.84	21.45	19.28	17.61	16.68	-941	19.86	-722.6	21.66	-4760	18.8	-2485	17.7	12.88
8/12/2016 2:15	7618	0.013	0.046	0.044	0.038	0.036	18.63	21.31	19.3	17.61	16.69	-941	19.66	-724.5	21.58	-4754	18.8	-2485	17.7	12.89
8/12/2016 2:30	7619	0.012	0.046	0.044	0.038	0.036	18.43	21.16	19.3	17.6	16.68	-950	19.37	-726.5	21.5	-4751	18.8	-2485	17.7	12.89
8/12/2016 2:45	7620	0.012	0.046	0.044	0.038	0.036	18.22	21.02	19.31	17.62	16.68	-960	19.18	-726.5	21.4	-4744	18.8	-2478	17.7	12.88
8/12/2016 3:00	7621	0.012	0.046	0.044	0.038	0.036	18.04	20.88	19.33	17.6	16.67	-968	18.99	-730.1	21.32	-4750	18.9	-2484	17.7	12.87
8/12/2016 3:15	7622	0.012	0.046	0.044	0.038	0.036	17.86	20.74	19.33	17.61	16.67	-976	18.8	-731.6	21.23	-4756	18.9	-2474	17.7	12.89
8/12/2016 3:30	7623	0.012	0.046	0.044	0.038	0.036	17.68	20.6	19.34	17.61	16.67	-983	18.63	-734.9	21.15	-4730	18.9	-2478	17.7	12.88
8/12/2016 3:45	7624	0.012	0.046	0.044	0.038	0.036	17.53	20.47	19.35	17.61	16.67	-1176	18.46	-736.4	21.08	-4727	18.9	-2484	17.7	12.88
8/12/2016 4:00	7625	0.012	0.046	0.044	0.038	0.036	17.37	20.34	19.36	17.62	16.67	-1411	18.32	-738.3	20.99	-4761	18.9	-2475	17.7	12.87
8/12/2016 4:15	7626	0.012	0.046	0.044	0.038	0.036	17.23	20.22	19.36	17.62	16.67	-1423	18.17	-739.7	20.9	-4733	18.9	-2471	17.7	12.88
8/12/2016 4:30	7627	0.012	0.046	0.044	0.038	0.036	17.1	20.09	19.36	17.62	16.67	-1440	18.04	-744.7	20.81	-4756	18.9	-2473	17.7	12.87
8/12/2016 4:45	7628	0.012	0.046	0.044	0.038	0.036	16.97	19.97	19.36	17.61	16.67	-1453	17.9	-747.3	20.73	-4747	18.9	-2474	17.7	12.88
8/12/2016 5:00	7629	0.012	0.046	0.044	0.038	0.036	16.84	19.84	19.36	17.62	16.67	-1469	17.77	-751.9	20.66	-4771	18.91	-2459	17.7	12.87
8/12/2016 5:15	7630	0.012	0.046	0.044	0.038	0.036	16.72	19.74	19.36	17.62	16.67	-1482	17.65	-754.5	20.59	-4664	18.97	-2464	17.7	12.88
8/12/2016 5:30	7631	0.012	0.046	0.044	0.038	0.036	16.59	19.63	19.35	17.63	16.67	-1487	17.53	-758.7	20.5	-4706	18.99	-2476	17.7	12.87
8/12/2016 5:45	7632	0.012	0.046	0.044	0.038	0.036	16.44	19.52	19.35	17.63	16.66	-1509	17.39	-765.3	20.41	-4694	19	-2465	17.7	12.87
8/12/2016 6:00	7633	0.012	0.046	0.044	0.038	0.036	16.31	19.41	19.35	17.62	16.67	-1486	17.26	-767.2	20.34	-4688	19	-2478	17.7	12.88
8/12/2016 6:15	7634	0.012	0.046	0.044	0.038	0.036	16.18	19.31	19.35	17.63	16.67	-1522	17.14	-772.3	20.27	-4681	19	-2468	17.7	12.85
8/12/2016 6:30	7635	0.012	0.046	0.044	0.038	0.036	16.08	19.2	19.34	17.63	16.66	-1523	17.03	-774.6	20.2	-4685	19	-2464	17.7	12.87
8/12/2016 6:45	7636	0.012	0.045	0.044	0.038	0.036	15.97	19.11	19.33	17.63	16.66	-1550	16.92	-779.1	20.11	-4704	19	-2464	17.7	12.87
8/12/2016 7:00	7637	0.012	0.045	0.044	0.038	0.036	15.86	19.01	19.32	17.64	16.67	-1573	16.81	-782.8	20.04	-4692	19	-2472	17.7	12.85
8/12/2016 7:15	7638	0.012	0.045	0.044	0.038	0.036	15.75	18.91	19.32	17.64	16.67	-1582	16.7	-784.3	19.97	-4733	19	-2465	17.7	12.87
8/12/2016 7:30	7639	0.012	0.045	0.044	0.038	0.036	15.66	18.81	19.31	17.64	16.66	-1585	16.6	-784.2	19.9	-4711	19	-2459	17.7	12.86
8/12/2016 7:45	7640	0.012	0.045	0.044	0.038	0.036	15.57	18.73	19.3	17.64	16.66	-1605	16.5	-788.9	19.81	-4719	19	-2459	17.7	12.86
8/12/2016 8:00	7641	0.012	0.045	0.044	0.038	0.036	15.5	18.63	19.28	17.64	16.66	-1620	16.41	-788.7	19.75	-4731	19	-2454	17.7	12.87
8/12/2016 8:15	7642	0.012	0.045	0.044	0.038	0.036	15.45	18.55	19.28	17.65	16.67	-1631	16.35	-789.8	19.69	-4719	19	-2444	17.7	12.85
8/12/2016 8:30	7643	0.012	0.045	0.044	0.038	0.036	15.49	18.46	19.26	17.64	16.67	-1619	16.3	-792.3	19.6	-4721	19	-2447	17.7	12.85
8/12/2016 8:45	7644	0.012	0.045	0.044	0.038	0.036	15.6	18.39	19.25	17.65	16.67	-1620	16.37	-794.6	19.51	-4689	19	-2448	17.7	12.86
8/12/2016 9:00	7645	0.012	0.045	0.044	0.038	0.036	15.72	18.31	19.23	17.65	16.66	-1615	16.42	-795.1	19.4	-4685	19	-2449	17.7	12.85
8/12/2016 9:15	7646	0.012	0.045	0.044	0.038	0.036	15.88	18.24	19.22	17.65	16.67	-1598	16.52	-795.5	19.33	-4707	19	-2445	17.7	12.86
8/12/2016 9:30	7647	0.012	0.045	0.044	0.038	0.036	16.07	18.19	19.2	17.67	16.66	-1600	16.64	-798.1	19.29	-4724	19	-2445	17.7	12.88
8/12/2016 9:45	7648	0.012	0.045	0.044	0.038	0.036	16.27	18.14	19.19	17.65	16.66	-1573	16.78	-799.1	19.2	-4667	19	-2446	17.7	12.88
8/12/2016 10:00	7649	0.012	0.045	0.044	0.038	0.036	16.46	18.11	19.17	17.66	16.67	-1562	16.94	-799.3	19.15	-4699	19	-2442	17.7	12.88
8/12/2016 10:15	7650	0.012	0.045	0.044	0.038	0.036	16.65	18.1	19.16	17.66	16.66	-1502	17.08	-802	19.1	-4721	19	-2441	17.7	12.88
8/12/2016 10:30	7651	0.012	0.045	0.044	0.038	0.036	16.83	18.08	19.14	17.66	16.67	-1513	17.24	-803	19.05	-4714	18.99	-2438	17.7	12.87
8/12/2016 10:45	7652	0.012	0.045	0.044	0.038	0.036	17.02	18.08	19.13	17.67	16.66	-1505	17.39	-803	19	-4710	18.93	-2430	17.7	12.88
8/12/2016 11:00	7653	0.012	0.045	0.044	0.038	0.036	17.23	18.08	19.11	17.67	16.67	-1493	17.56	-806	18.99	-4714	18.9	-2433	17.7	12.88
8/12/2016 11:15	7654	0.012	0.045	0.044	0.038	0.036	17.44	18.09	19.09	17.67	16.66	-1482	17.74	-809	18.9	-4706	18.9	-2430	17.7	12.87
8/12/2016 11:30	7655	0.012	0.045	0.044	0.038	0.036	17.67	18.1	19.07	17.68	16.66	-1464	17.92	-810	18.9	-4730	18.9	-2434	17.7	12.88
8/12/2016 11:45	7656	0.012	0.045	0.044	0.038	0.036	17.89	18.12	19.05	17.67	16.66	-1435	18.11	-808	18.85	-4714	18.9	-2432	17.7	12.87
8/12/2016 12:00	7657	0.012	0.045	0.044	0.038	0.036	18.13	18.15	19.03	17.67	16.66	-1426	18.31	-811	18.8	-4715	18.9	-2438	17.7	12.88
8/12/2016 12:15	7658	0.013	0.045	0.044	0.038	0.036	18.42	18.19	19.02	17.67	16.66	-1398	18.52	-813	18.8	-4734	18.9	-2437	17.7	12.88
8/12/2016 12:30	7659	0.013	0.045	0.044	0.038	0.036	18.88	18.23	19	17.67	16.66	-1113	18.81	-813	18.8	-4742	18.9	-2441	17.7	12.88
